Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
18/01/2009,Embassament de la Llosa del Cavall (Navès),803.09,88.9,71.12
18/01/2009,Embassament de la Baells (Cercs),628.81,96.1,105.15
18/01/2009,Embassament de Sau (Vilanova de Sau),416.75,74.1,122.40
18/01/2009,Embassament de Darnius Boadella (Darnius),147.82,48.3,29.49
18/01/2009,Embassament de Siurana (Cornudella de Montsant),477.97,58.6,7.16
18/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.89,63.8,15.56
18/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
18/01/2009,Embassament de Susqueda (Osor),342.55,78.9,183.80
17/01/2009,Embassament de Susqueda (Osor),342.66,79.1,184.34
17/01/2009,Embassament de la Baells (Cercs),628.81,96.1,105.15
17/01/2009,Embassament de Sau (Vilanova de Sau),416.53,73.4,121.33
17/01/2009,Embassament de Darnius Boadella (Darnius),147.80,48.2,29.43
17/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.82,63.6,15.50
17/01/2009,Embassament de la Llosa del Cavall (Navès),803.09,88.9,71.15
17/01/2009,Embassament de Siurana (Cornudella de Montsant),477.92,58.4,7.13
17/01/2009,Embassament de Riudecanyes,212.16,52.5,2.79
17/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
16/01/2009,Embassament de Sau (Vilanova de Sau),416.30,72.7,120.23
16/01/2009,Embassament de la Baells (Cercs),628.80,96.1,105.11
16/01/2009,Embassament de Susqueda (Osor),342.77,79.3,184.88
16/01/2009,Embassament de la Llosa del Cavall (Navès),803.10,89.0,71.18
16/01/2009,Embassament de Siurana (Cornudella de Montsant),477.86,58.1,7.10
16/01/2009,Embassament de Riudecanyes,212.06,51.9,2.76
16/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
16/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.76,63.3,15.43
16/01/2009,Embassament de Darnius Boadella (Darnius),147.76,48.0,29.35
15/01/2009,Embassament de la Llosa del Cavall (Navès),803.10,89.0,71.21
15/01/2009,Embassament de Susqueda (Osor),342.89,79.6,185.47
15/01/2009,Embassament de la Baells (Cercs),628.79,96.0,105.07
15/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.70,63.0,15.37
15/01/2009,Embassament de Darnius Boadella (Darnius),147.72,47.9,29.24
15/01/2009,Embassament de Riudecanyes,211.93,51.2,2.72
15/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
15/01/2009,Embassament de Sau (Vilanova de Sau),416.07,72.1,119.10
15/01/2009,Embassament de Siurana (Cornudella de Montsant),477.80,57.8,7.07
14/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
14/01/2009,Embassament de Siurana (Cornudella de Montsant),477.73,57.5,7.03
14/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.69,62.7,15.29
14/01/2009,Embassament de Susqueda (Osor),343.02,79.9,186.11
14/01/2009,Embassament de la Llosa del Cavall (Navès),803.10,89.0,71.21
14/01/2009,Embassament de Riudecanyes,211.80,50.5,2.69
14/01/2009,Embassament de Darnius Boadella (Darnius),147.67,47.7,29.14
14/01/2009,Embassament de la Baells (Cercs),628.77,96.0,105.00
14/01/2009,Embassament de Sau (Vilanova de Sau),415.81,71.3,117.81
13/01/2009,Embassament de Siurana (Cornudella de Montsant),477.66,57.2,7.00
13/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
13/01/2009,Embassament de Susqueda (Osor),343.11,80.1,186.56
13/01/2009,Embassament de Riudecanyes,211.61,49.5,2.63
13/01/2009,Embassament de la Llosa del Cavall (Navès),803.06,88.9,71.15
13/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.71,62.7,15.28
13/01/2009,Embassament de Darnius Boadella (Darnius),147.62,47.5,29.03
13/01/2009,Embassament de Sau (Vilanova de Sau),415.52,70.5,116.43
13/01/2009,Embassament de la Baells (Cercs),628.75,95.9,104.93
12/01/2009,Embassament de Siurana (Cornudella de Montsant),477.57,56.9,6.95
12/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.73,62.8,15.30
12/01/2009,Embassament de Riudecanyes,211.41,48.4,2.57
12/01/2009,Embassament de la Baells (Cercs),628.73,95.8,104.86
12/01/2009,Embassament de Susqueda (Osor),343.22,80.3,187.10
12/01/2009,Embassament de Darnius Boadella (Darnius),147.55,47.3,28.88
12/01/2009,Embassament de la Llosa del Cavall (Navès),803.01,88.7,70.99
12/01/2009,Embassament de Sau (Vilanova de Sau),415.19,69.5,114.85
12/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
11/01/2009,Embassament de Susqueda (Osor),343.33,80.5,187.65
11/01/2009,Embassament de la Llosa del Cavall (Navès),802.96,88.6,70.85
11/01/2009,Embassament de la Baells (Cercs),628.71,95.8,104.79
11/01/2009,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
11/01/2009,Embassament de Sau (Vilanova de Sau),414.80,68.4,113.02
11/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.75,62.9,15.33
11/01/2009,Embassament de Darnius Boadella (Darnius),147.48,47.0,28.70
11/01/2009,Embassament de Riudecanyes,211.12,46.8,2.49
11/01/2009,Embassament de Siurana (Cornudella de Montsant),477.48,56.5,6.90
10/01/2009,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
10/01/2009,Embassament de Darnius Boadella (Darnius),147.40,46.7,28.53
10/01/2009,Embassament de Susqueda (Osor),343.39,80.7,187.96
10/01/2009,Embassament de Siurana (Cornudella de Montsant),477.39,56.1,6.85
10/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.77,62.9,15.35
10/01/2009,Embassament de la Llosa del Cavall (Navès),802.91,88.4,70.75
10/01/2009,Embassament de Riudecanyes,210.85,45.4,2.41
10/01/2009,Embassament de la Baells (Cercs),628.69,95.7,104.72
10/01/2009,Embassament de Sau (Vilanova de Sau),414.30,67.0,110.65
09/01/2009,Embassament de la Baells (Cercs),628.68,95.7,104.68
09/01/2009,Embassament de Darnius Boadella (Darnius),147.34,46.5,28.39
09/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.80,63.0,15.37
09/01/2009,Embassament de Siurana (Cornudella de Montsant),477.34,55.9,6.83
09/01/2009,Embassament de Riudecanyes,210.81,45.2,2.40
09/01/2009,Embassament de la Llosa del Cavall (Navès),802.88,88.3,70.61
09/01/2009,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
09/01/2009,Embassament de Susqueda (Osor),342.98,79.8,185.91
09/01/2009,Embassament de Sau (Vilanova de Sau),414.29,66.9,110.63
08/01/2009,Embassament de Siurana (Cornudella de Montsant),477.30,55.7,6.81
08/01/2009,Embassament de la Baells (Cercs),628.67,95.6,104.65
08/01/2009,Embassament de Susqueda (Osor),342.71,79.2,184.58
08/01/2009,Embassament de Riudecanyes,210.73,44.8,2.38
08/01/2009,Embassament de la Llosa del Cavall (Navès),802.84,88.2,70.56
08/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
08/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.84,63.2,15.40
08/01/2009,Embassament de Darnius Boadella (Darnius),147.29,46.3,28.29
08/01/2009,Embassament de Sau (Vilanova de Sau),414.57,67.7,111.92
07/01/2009,Embassament de Sau (Vilanova de Sau),414.56,67.7,111.90
07/01/2009,Embassament de Siurana (Cornudella de Montsant),477.26,55.5,6.79
07/01/2009,Embassament de Riudecanyes,210.67,44.5,2.37
07/01/2009,Embassament de la Llosa del Cavall (Navès),802.81,88.1,70.45
07/01/2009,Embassament de la Baells (Cercs),628.68,95.7,104.68
07/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.88,63.3,15.43
07/01/2009,Embassament de Darnius Boadella (Darnius),147.25,46.1,28.19
07/01/2009,Embassament de Susqueda (Osor),342.69,79.2,184.48
07/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
06/01/2009,Embassament de la Llosa del Cavall (Navès),802.76,87.9,70.34
06/01/2009,Embassament de la Baells (Cercs),628.66,95.6,104.61
06/01/2009,Embassament de Susqueda (Osor),342.78,79.4,184.93
06/01/2009,Embassament de Riudecanyes,210.61,44.2,2.35
06/01/2009,Embassament de Sau (Vilanova de Sau),414.31,67.0,110.70
06/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.90,63.5,15.48
06/01/2009,Embassament de Siurana (Cornudella de Montsant),477.22,55.4,6.77
06/01/2009,Embassament de Darnius Boadella (Darnius),147.19,45.9,28.06
06/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
05/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
05/01/2009,Embassament de Siurana (Cornudella de Montsant),477.17,55.2,6.74
05/01/2009,Embassament de Riudecanyes,210.57,44.0,2.34
05/01/2009,Embassament de Darnius Boadella (Darnius),147.11,45.7,27.90
05/01/2009,Embassament de la Llosa del Cavall (Navès),802.72,87.8,70.21
05/01/2009,Embassament de Susqueda (Osor),342.57,78.9,183.90
05/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.94,63.6,15.51
05/01/2009,Embassament de Sau (Vilanova de Sau),414.24,66.8,110.37
05/01/2009,Embassament de la Baells (Cercs),628.65,95.6,104.58
04/01/2009,Embassament de Sant Ponç (Clariana de Cardener),522.97,63.7,15.54
04/01/2009,Embassament de Siurana (Cornudella de Montsant),477.13,55.0,6.72
04/01/2009,Embassament de Darnius Boadella (Darnius),147.02,45.3,27.68
04/01/2009,Embassament de Sau (Vilanova de Sau),413.94,66.0,108.99
04/01/2009,Embassament de la Baells (Cercs),628.64,95.5,104.54
04/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
04/01/2009,Embassament de Riudecanyes,210.47,43.5,2.31
04/01/2009,Embassament de Susqueda (Osor),342.64,79.1,184.24
04/01/2009,Embassament de la Llosa del Cavall (Navès),802.67,87.7,70.13
03/01/2009,Embassament de Susqueda (Osor),342.72,79.2,184.63
03/01/2009,Embassament de Siurana (Cornudella de Montsant),477.07,54.7,6.69
03/01/2009,Embassament de la Llosa del Cavall (Navès),802.62,87.5,69.97
03/01/2009,Embassament de Sau (Vilanova de Sau),413.49,64.7,106.91
03/01/2009,Embassament de Riudecanyes,210.39,43.1,2.29
03/01/2009,Embassament de Darnius Boadella (Darnius),146.89,44.9,27.41
03/01/2009,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
03/01/2009,Embassament de la Baells (Cercs),628.64,95.5,104.54
03/01/2009,Embassament de Sant Ponç (Clariana de Cardener),523.00,63.9,15.58
02/01/2009,Embassament de Sant Ponç (Clariana de Cardener),523.02,64.0,15.60
02/01/2009,Embassament de la Llosa del Cavall (Navès),802.56,87.3,69.81
02/01/2009,Embassament de Siurana (Cornudella de Montsant),477.01,54.5,6.66
02/01/2009,Embassament de Riudecanyes,210.31,42.7,2.27
02/01/2009,Embassament de Darnius Boadella (Darnius),146.72,44.3,27.05
02/01/2009,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
02/01/2009,Embassament de Sau (Vilanova de Sau),413.25,64.0,105.84
02/01/2009,Embassament de la Baells (Cercs),628.62,95.5,104.47
02/01/2009,Embassament de Susqueda (Osor),342.42,78.6,183.17
01/01/2009,Embassament de Siurana (Cornudella de Montsant),476.90,54.0,6.60
01/01/2009,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
01/01/2009,Embassament de Darnius Boadella (Darnius),146.50,43.5,26.57
01/01/2009,Embassament de Susqueda (Osor),342.44,78.7,183.27
01/01/2009,Embassament de Sau (Vilanova de Sau),412.67,62.5,103.24
01/01/2009,Embassament de la Baells (Cercs),628.61,95.4,104.44
01/01/2009,Embassament de la Llosa del Cavall (Navès),802.50,87.1,69.65
01/01/2009,Embassament de Sant Ponç (Clariana de Cardener),523.04,64.1,15.64
01/01/2009,Embassament de Riudecanyes,210.22,42.2,2.25
31/12/2008,Embassament de Riudecanyes,210.17,42.0,2.23
31/12/2008,Embassament de Darnius Boadella (Darnius),146.21,42.5,25.97
31/12/2008,Embassament de la Baells (Cercs),628.60,95.4,104.40
31/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
31/12/2008,Embassament de Sau (Vilanova de Sau),411.98,60.6,100.16
31/12/2008,Embassament de Susqueda (Osor),342.25,78.3,182.35
31/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.06,64.2,15.66
31/12/2008,Embassament de Siurana (Cornudella de Montsant),476.89,54.0,6.60
31/12/2008,Embassament de la Llosa del Cavall (Navès),802.44,86.9,69.49
30/12/2008,Embassament de Sau (Vilanova de Sau),411.45,59.2,97.85
30/12/2008,Embassament de Darnius Boadella (Darnius),145.91,41.5,25.35
30/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.08,64.3,15.68
30/12/2008,Embassament de Siurana (Cornudella de Montsant),476.82,53.7,6.56
30/12/2008,Embassament de Riudecanyes,209.99,41.1,2.19
30/12/2008,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
30/12/2008,Embassament de la Baells (Cercs),628.60,95.4,104.40
30/12/2008,Embassament de Susqueda (Osor),342.09,77.9,181.59
30/12/2008,Embassament de la Llosa del Cavall (Navès),802.39,86.7,69.33
29/12/2008,Embassament de Siurana (Cornudella de Montsant),476.73,53.3,6.52
29/12/2008,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
29/12/2008,Embassament de Sau (Vilanova de Sau),410.97,58.0,95.78
29/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.11,64.4,15.70
29/12/2008,Embassament de la Baells (Cercs),628.61,95.4,104.44
29/12/2008,Embassament de la Llosa del Cavall (Navès),802.34,86.5,69.19
29/12/2008,Embassament de Susqueda (Osor),341.82,77.4,180.30
29/12/2008,Embassament de Darnius Boadella (Darnius),145.47,40.1,24.47
29/12/2008,Embassament de Riudecanyes,209.88,40.6,2.16
28/12/2008,Embassament de Riudecanyes,209.76,40.1,2.13
28/12/2008,Embassament de la Baells (Cercs),628.66,95.6,104.61
28/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.15,64.5,15.73
28/12/2008,Embassament de Sau (Vilanova de Sau),410.17,55.9,92.35
28/12/2008,Embassament de la Llosa del Cavall (Navès),802.30,86.4,69.09
28/12/2008,Embassament de Darnius Boadella (Darnius),144.08,35.8,21.87
28/12/2008,Embassament de Susqueda (Osor),340.64,75.0,174.83
28/12/2008,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
28/12/2008,Embassament de Siurana (Cornudella de Montsant),476.64,53.0,6.47
27/12/2008,Embassament de la Llosa del Cavall (Navès),802.26,86.2,68.98
27/12/2008,Embassament de la Baells (Cercs),628.70,95.7,104.75
27/12/2008,Embassament de Sau (Vilanova de Sau),408.65,52.1,86.15
27/12/2008,Embassament de Darnius Boadella (Darnius),140.77,27.0,16.50
27/12/2008,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
27/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.18,64.7,15.78
27/12/2008,Embassament de Siurana (Cornudella de Montsant),476.58,52.7,6.44
27/12/2008,Embassament de Riudecanyes,209.68,39.7,2.11
27/12/2008,Embassament de Susqueda (Osor),339.61,73.1,170.21
26/12/2008,Embassament de Riudecanyes,209.66,39.6,2.11
26/12/2008,Embassament de la Baells (Cercs),628.74,95.9,104.90
26/12/2008,Embassament de Siurana (Cornudella de Montsant),476.57,52.7,6.44
26/12/2008,Embassament de la Llosa del Cavall (Navès),802.24,86.1,68.90
26/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.22,64.8,15.81
26/12/2008,Embassament de Darnius Boadella (Darnius),138.59,22.0,13.47
26/12/2008,Embassament de Susqueda (Osor),339.31,72.5,168.88
26/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
26/12/2008,Embassament de Sau (Vilanova de Sau),408.22,51.1,84.45
25/12/2008,Embassament de Sau (Vilanova de Sau),408.19,51.0,84.33
25/12/2008,Embassament de Riudecanyes,209.62,39.4,2.10
25/12/2008,Embassament de Darnius Boadella (Darnius),138.55,22.0,13.42
25/12/2008,Embassament de Siurana (Cornudella de Montsant),476.56,52.6,6.43
25/12/2008,Embassament de la Llosa del Cavall (Navès),802.22,86.1,68.85
25/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.25,65.0,15.84
25/12/2008,Embassament de Susqueda (Osor),339.44,72.7,169.46
25/12/2008,Embassament de la Baells (Cercs),628.80,96.1,105.11
25/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
24/12/2008,Embassament de Sau (Vilanova de Sau),408.22,51.1,84.47
24/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
24/12/2008,Embassament de la Llosa del Cavall (Navès),802.20,86.0,68.80
24/12/2008,Embassament de Darnius Boadella (Darnius),138.57,22.0,13.45
24/12/2008,Embassament de Siurana (Cornudella de Montsant),476.55,52.6,6.43
24/12/2008,Embassament de Susqueda (Osor),339.41,72.7,169.32
24/12/2008,Embassament de la Baells (Cercs),628.84,96.2,105.25
24/12/2008,Embassament de Riudecanyes,209.58,39.3,2.09
24/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.29,65.2,15.88
23/12/2008,Embassament de la Llosa del Cavall (Navès),802.17,85.9,68.74
23/12/2008,Embassament de Riudecanyes,209.57,39.2,2.09
23/12/2008,Embassament de Susqueda (Osor),339.27,72.4,168.71
23/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.32,65.3,15.93
23/12/2008,Embassament de Darnius Boadella (Darnius),138.59,22.0,13.47
23/12/2008,Embassament de Sau (Vilanova de Sau),408.44,51.6,85.32
23/12/2008,Embassament de la Baells (Cercs),628.89,96.3,105.43
23/12/2008,Embassament de Siurana (Cornudella de Montsant),476.54,52.5,6.42
23/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
22/12/2008,Embassament de Riudecanyes,209.56,39.2,2.08
22/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.35,65.5,15.96
22/12/2008,Embassament de Darnius Boadella (Darnius),138.60,22.1,13.48
22/12/2008,Embassament de la Llosa del Cavall (Navès),802.10,85.8,68.64
22/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
22/12/2008,Embassament de Siurana (Cornudella de Montsant),476.54,52.5,6.42
22/12/2008,Embassament de Susqueda (Osor),339.08,72.0,167.87
22/12/2008,Embassament de la Baells (Cercs),628.93,96.5,105.57
22/12/2008,Embassament de Sau (Vilanova de Sau),408.70,52.3,86.36
21/12/2008,Embassament de Riudecanyes,209.54,39.1,2.08
21/12/2008,Embassament de Darnius Boadella (Darnius),138.61,22.1,13.50
21/12/2008,Embassament de Sau (Vilanova de Sau),408.66,52.2,86.20
21/12/2008,Embassament de la Baells (Cercs),628.97,96.6,105.72
21/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.39,65.6,15.99
21/12/2008,Embassament de la Llosa del Cavall (Navès),802.03,85.5,68.40
21/12/2008,Embassament de Siurana (Cornudella de Montsant),476.53,52.5,6.42
21/12/2008,Embassament de Susqueda (Osor),339.22,72.3,168.49
21/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
20/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.42,65.8,16.04
20/12/2008,Embassament de la Llosa del Cavall (Navès),801.96,85.3,68.24
20/12/2008,Embassament de Siurana (Cornudella de Montsant),476.52,52.5,6.41
20/12/2008,Embassament de Riudecanyes,209.51,38.9,2.07
20/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
20/12/2008,Embassament de Sau (Vilanova de Sau),408.54,51.9,85.73
20/12/2008,Embassament de Darnius Boadella (Darnius),138.62,22.1,13.51
20/12/2008,Embassament de la Baells (Cercs),629.02,96.8,105.89
20/12/2008,Embassament de Susqueda (Osor),339.34,72.5,169.02
19/12/2008,Embassament de Darnius Boadella (Darnius),138.63,22.1,13.52
19/12/2008,Embassament de Sau (Vilanova de Sau),408.63,52.1,86.08
19/12/2008,Embassament de la Baells (Cercs),629.06,96.9,106.04
19/12/2008,Embassament de Riudecanyes,209.50,38.9,2.07
19/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.46,65.9,16.07
19/12/2008,Embassament de Siurana (Cornudella de Montsant),476.51,52.4,6.41
19/12/2008,Embassament de Susqueda (Osor),339.19,72.3,168.36
19/12/2008,Embassament de la Llosa del Cavall (Navès),801.90,85.0,68.04
19/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
18/12/2008,Embassament de la Llosa del Cavall (Navès),801.86,84.9,67.93
18/12/2008,Embassament de Siurana (Cornudella de Montsant),476.50,52.4,6.40
18/12/2008,Embassament de Riudecanyes,209.47,38.8,2.06
18/12/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
18/12/2008,Embassament de la Baells (Cercs),629.07,96.9,106.07
18/12/2008,Embassament de Susqueda (Osor),339.14,72.2,168.14
18/12/2008,Embassament de Sau (Vilanova de Sau),408.77,52.4,86.64
18/12/2008,Embassament de Darnius Boadella (Darnius),138.63,22.1,13.52
18/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.49,66.1,16.11
17/12/2008,Embassament de la Baells (Cercs),629.09,97.0,106.14
17/12/2008,Embassament de Darnius Boadella (Darnius),138.63,22.1,13.52
17/12/2008,Embassament de Siurana (Cornudella de Montsant),476.49,52.3,6.40
17/12/2008,Embassament de Sau (Vilanova de Sau),409.01,53.0,87.56
17/12/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
17/12/2008,Embassament de la Llosa del Cavall (Navès),801.83,84.8,67.83
17/12/2008,Embassament de Riudecanyes,209.46,38.7,2.06
17/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.53,66.2,16.15
17/12/2008,Embassament de Susqueda (Osor),338.96,71.8,167.35
16/12/2008,Embassament de Siurana (Cornudella de Montsant),476.48,52.3,6.39
16/12/2008,Embassament de Riudecanyes,209.45,38.7,2.06
16/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
16/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.56,66.4,16.19
16/12/2008,Embassament de Darnius Boadella (Darnius),138.62,22.1,13.51
16/12/2008,Embassament de Sau (Vilanova de Sau),409.18,53.4,88.25
16/12/2008,Embassament de la Baells (Cercs),629.10,97.0,106.18
16/12/2008,Embassament de Susqueda (Osor),338.86,71.6,166.91
16/12/2008,Embassament de la Llosa del Cavall (Navès),801.80,84.7,67.77
15/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
15/12/2008,Embassament de la Baells (Cercs),629.12,97.1,106.25
15/12/2008,Embassament de Sau (Vilanova de Sau),409.32,53.8,88.84
15/12/2008,Embassament de Darnius Boadella (Darnius),138.62,22.1,13.51
15/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.59,66.5,16.21
15/12/2008,Embassament de la Llosa del Cavall (Navès),801.76,84.6,67.64
15/12/2008,Embassament de Siurana (Cornudella de Montsant),476.47,52.3,6.39
15/12/2008,Embassament de Susqueda (Osor),338.74,71.4,166.39
15/12/2008,Embassament de Riudecanyes,209.40,38.5,2.05
14/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.62,66.7,16.26
14/12/2008,Embassament de Riudecanyes,209.34,38.2,2.03
14/12/2008,Embassament de Susqueda (Osor),338.63,71.2,165.91
14/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
14/12/2008,Embassament de Siurana (Cornudella de Montsant),476.46,52.2,6.38
14/12/2008,Embassament de la Baells (Cercs),629.12,97.1,106.25
14/12/2008,Embassament de Sau (Vilanova de Sau),409.48,54.1,89.48
14/12/2008,Embassament de Darnius Boadella (Darnius),138.63,22.1,13.51
14/12/2008,Embassament de la Llosa del Cavall (Navès),801.73,84.5,67.59
13/12/2008,Embassament de Sau (Vilanova de Sau),409.64,54.6,90.16
13/12/2008,Embassament de Susqueda (Osor),338.45,70.9,165.13
13/12/2008,Embassament de Riudecanyes,209.31,38.1,2.03
13/12/2008,Embassament de Siurana (Cornudella de Montsant),476.44,52.1,6.37
13/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
13/12/2008,Embassament de la Baells (Cercs),629.13,97.1,106.29
13/12/2008,Embassament de la Llosa del Cavall (Navès),801.68,84.4,67.49
13/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.65,66.8,16.29
13/12/2008,Embassament de Darnius Boadella (Darnius),138.63,22.1,13.52
12/12/2008,Embassament de Susqueda (Osor),338.32,70.6,164.56
12/12/2008,Embassament de la Baells (Cercs),629.14,97.2,106.32
12/12/2008,Embassament de Siurana (Cornudella de Montsant),476.43,52.1,6.37
12/12/2008,Embassament de Riudecanyes,209.29,38.0,2.02
12/12/2008,Embassament de Darnius Boadella (Darnius),138.64,22.2,13.53
12/12/2008,Embassament de Foix (Castellet i la Gornal),100.50,100.1,3.74
12/12/2008,Embassament de la Llosa del Cavall (Navès),801.65,84.2,67.38
12/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.69,66.9,16.32
12/12/2008,Embassament de Sau (Vilanova de Sau),409.83,55.0,90.92
11/12/2008,Embassament de Riudecanyes,209.28,37.9,2.02
11/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
11/12/2008,Embassament de la Baells (Cercs),629.16,97.2,106.39
11/12/2008,Embassament de Sau (Vilanova de Sau),409.82,55.0,90.88
11/12/2008,Embassament de Darnius Boadella (Darnius),138.65,22.2,13.55
11/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.73,67.1,16.36
11/12/2008,Embassament de la Llosa del Cavall (Navès),801.62,84.1,67.28
11/12/2008,Embassament de Siurana (Cornudella de Montsant),476.43,52.1,6.37
11/12/2008,Embassament de Susqueda (Osor),338.40,70.8,164.91
10/12/2008,Embassament de la Baells (Cercs),629.18,97.3,106.47
10/12/2008,Embassament de Darnius Boadella (Darnius),138.68,22.2,13.58
10/12/2008,Embassament de Foix (Castellet i la Gornal),100.51,100.3,3.75
10/12/2008,Embassament de Susqueda (Osor),338.56,71.1,165.60
10/12/2008,Embassament de la Llosa del Cavall (Navès),801.59,84.0,67.20
10/12/2008,Embassament de Sau (Vilanova de Sau),409.74,54.8,90.56
10/12/2008,Embassament de Riudecanyes,209.28,37.9,2.02
10/12/2008,Embassament de Siurana (Cornudella de Montsant),476.42,52.1,6.36
10/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.77,67.3,16.41
09/12/2008,Embassament de la Baells (Cercs),629.18,97.3,106.47
09/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.79,67.4,16.44
09/12/2008,Embassament de Darnius Boadella (Darnius),138.70,22.3,13.62
09/12/2008,Embassament de Sau (Vilanova de Sau),409.65,54.6,90.18
09/12/2008,Embassament de Foix (Castellet i la Gornal),100.47,99.6,3.72
09/12/2008,Embassament de Siurana (Cornudella de Montsant),476.40,52.0,6.35
09/12/2008,Embassament de Riudecanyes,209.28,37.9,2.02
09/12/2008,Embassament de la Llosa del Cavall (Navès),801.56,83.9,67.13
09/12/2008,Embassament de Susqueda (Osor),338.66,71.3,166.04
08/12/2008,Embassament de la Llosa del Cavall (Navès),801.51,83.8,67.02
08/12/2008,Embassament de Riudecanyes,209.24,37.8,2.01
08/12/2008,Embassament de Susqueda (Osor),338.49,70.9,165.30
08/12/2008,Embassament de Sant Ponç (Clariana de Cardener),523.83,67.6,16.48
08/12/2008,Embassament de Sau (Vilanova de Sau),409.78,54.9,90.73
