Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
02/04/2008,Embassament de Riudecanyes,202.38,16.0,0.85
02/04/2008,Embassament de Foix (Castellet i la Gornal),100.07,92.6,3.46
02/04/2008,Embassament de Susqueda (Osor),305.71,25.1,58.58
01/04/2008,Embassament de Siurana (Cornudella de Montsant),464.77,17.6,2.15
01/04/2008,Embassament de la Llosa del Cavall (Navès),759.78,12.4,9.93
01/04/2008,Embassament de Sau (Vilanova de Sau),386.55,14.1,23.24
01/04/2008,Embassament de Riudecanyes,202.39,16.0,0.85
01/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.78,47.0,11.45
01/04/2008,Embassament de la Baells (Cercs),592.00,20.6,22.51
01/04/2008,Embassament de Darnius Boadella (Darnius),139.47,23.9,14.62
01/04/2008,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.48
01/04/2008,Embassament de Susqueda (Osor),305.77,25.2,58.71
31/03/2008,Embassament de la Baells (Cercs),591.95,20.5,22.45
31/03/2008,Embassament de Riudecanyes,202.36,15.9,0.85
31/03/2008,Embassament de Siurana (Cornudella de Montsant),464.76,17.6,2.15
31/03/2008,Embassament de la Llosa del Cavall (Navès),759.86,12.5,9.96
31/03/2008,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.48
31/03/2008,Embassament de Susqueda (Osor),305.90,25.3,59.00
31/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.78,47.0,11.45
31/03/2008,Embassament de Darnius Boadella (Darnius),139.46,23.9,14.61
31/03/2008,Embassament de Sau (Vilanova de Sau),386.07,13.5,22.31
30/03/2008,Embassament de la Baells (Cercs),592.01,20.6,22.52
30/03/2008,Embassament de Siurana (Cornudella de Montsant),464.76,17.6,2.15
30/03/2008,Embassament de la Llosa del Cavall (Navès),759.93,12.5,10.01
30/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.82,47.1,11.49
30/03/2008,Embassament de Darnius Boadella (Darnius),139.46,23.9,14.61
30/03/2008,Embassament de Sau (Vilanova de Sau),385.77,13.2,21.74
30/03/2008,Embassament de Susqueda (Osor),306.18,25.6,59.63
30/03/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
30/03/2008,Embassament de Riudecanyes,202.33,15.9,0.84
29/03/2008,Embassament de la Llosa del Cavall (Navès),760.02,12.6,10.06
29/03/2008,Embassament de Riudecanyes,202.33,15.9,0.84
29/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.85,47.2,11.52
29/03/2008,Embassament de Susqueda (Osor),306.19,25.6,59.65
29/03/2008,Embassament de Darnius Boadella (Darnius),139.47,23.9,14.63
29/03/2008,Embassament de Sau (Vilanova de Sau),385.65,13.0,21.51
29/03/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
29/03/2008,Embassament de la Baells (Cercs),592.09,20.7,22.61
29/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
28/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
28/03/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
28/03/2008,Embassament de Susqueda (Osor),306.20,25.6,59.68
28/03/2008,Embassament de Riudecanyes,202.37,16.0,0.85
28/03/2008,Embassament de Sau (Vilanova de Sau),385.88,13.3,21.94
28/03/2008,Embassament de la Baells (Cercs),592.16,20.7,22.69
28/03/2008,Embassament de la Llosa del Cavall (Navès),760.13,12.6,10.12
28/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.88,47.4,11.54
28/03/2008,Embassament de Darnius Boadella (Darnius),139.48,24.0,14.64
27/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.91,47.5,11.57
27/03/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
27/03/2008,Embassament de Susqueda (Osor),305.92,25.3,59.05
27/03/2008,Embassament de Riudecanyes,202.39,16.0,0.85
27/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
27/03/2008,Embassament de la Llosa del Cavall (Navès),760.23,12.7,10.17
27/03/2008,Embassament de Darnius Boadella (Darnius),139.49,24.0,14.65
27/03/2008,Embassament de Sau (Vilanova de Sau),385.96,13.4,22.10
27/03/2008,Embassament de la Baells (Cercs),592.22,20.8,22.76
26/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
26/03/2008,Embassament de Foix (Castellet i la Gornal),100.10,93.1,3.48
26/03/2008,Embassament de Darnius Boadella (Darnius),139.50,24.0,14.66
26/03/2008,Embassament de Susqueda (Osor),305.75,25.2,58.67
26/03/2008,Embassament de Sau (Vilanova de Sau),386.46,14.0,23.07
26/03/2008,Embassament de Riudecanyes,202.40,16.0,0.85
26/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.94,47.6,11.60
26/03/2008,Embassament de la Llosa del Cavall (Navès),760.33,12.8,10.23
26/03/2008,Embassament de la Baells (Cercs),592.25,20.8,22.80
25/03/2008,Embassament de Susqueda (Osor),305.55,25.0,58.22
25/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.96,47.7,11.62
25/03/2008,Embassament de Riudecanyes,202.44,16.1,0.86
25/03/2008,Embassament de la Llosa del Cavall (Navès),760.45,12.9,10.31
25/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
25/03/2008,Embassament de Sau (Vilanova de Sau),386.76,14.3,23.65
25/03/2008,Embassament de Darnius Boadella (Darnius),139.51,24.0,14.68
25/03/2008,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
25/03/2008,Embassament de la Baells (Cercs),592.26,20.8,22.81
24/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.97,47.7,11.63
24/03/2008,Embassament de Darnius Boadella (Darnius),139.53,24.1,14.70
24/03/2008,Embassament de Sau (Vilanova de Sau),387.05,14.7,24.23
24/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
24/03/2008,Embassament de Susqueda (Osor),305.46,24.9,58.02
24/03/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
24/03/2008,Embassament de la Baells (Cercs),592.26,20.8,22.81
24/03/2008,Embassament de la Llosa del Cavall (Navès),760.57,13.0,10.37
24/03/2008,Embassament de Riudecanyes,202.47,16.2,0.86
23/03/2008,Embassament de la Baells (Cercs),592.27,20.9,22.82
23/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.96,47.7,11.62
23/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
23/03/2008,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
23/03/2008,Embassament de Riudecanyes,202.49,16.2,0.86
23/03/2008,Embassament de Susqueda (Osor),305.60,25.0,58.33
23/03/2008,Embassament de la Llosa del Cavall (Navès),760.69,13.0,10.44
23/03/2008,Embassament de Sau (Vilanova de Sau),386.97,14.6,24.07
23/03/2008,Embassament de Darnius Boadella (Darnius),139.55,24.1,14.73
22/03/2008,Embassament de Riudecanyes,202.55,16.4,0.87
22/03/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
22/03/2008,Embassament de la Llosa del Cavall (Navès),760.80,13.1,10.50
22/03/2008,Embassament de Susqueda (Osor),305.69,25.1,58.53
22/03/2008,Embassament de la Baells (Cercs),592.27,20.9,22.82
22/03/2008,Embassament de Sau (Vilanova de Sau),386.76,14.3,23.65
22/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.92,47.5,11.58
22/03/2008,Embassament de Darnius Boadella (Darnius),139.58,24.2,14.77
22/03/2008,Embassament de Siurana (Cornudella de Montsant),464.73,17.6,2.14
21/03/2008,Embassament de la Baells (Cercs),592.27,20.9,22.82
21/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.89,47.4,11.55
21/03/2008,Embassament de la Llosa del Cavall (Navès),760.92,13.2,10.57
21/03/2008,Embassament de Susqueda (Osor),305.87,25.3,58.93
21/03/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
21/03/2008,Embassament de Riudecanyes,202.58,16.4,0.87
21/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
21/03/2008,Embassament de Darnius Boadella (Darnius),139.62,24.3,14.82
21/03/2008,Embassament de Sau (Vilanova de Sau),386.63,14.2,23.41
20/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.86,47.3,11.53
20/03/2008,Embassament de la Baells (Cercs),592.34,20.9,22.90
20/03/2008,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
20/03/2008,Embassament de Sau (Vilanova de Sau),386.50,14.0,23.15
20/03/2008,Embassament de Darnius Boadella (Darnius),139.63,24.3,14.83
20/03/2008,Embassament de la Llosa del Cavall (Navès),761.03,13.3,10.63
20/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
20/03/2008,Embassament de Riudecanyes,202.63,16.6,0.88
20/03/2008,Embassament de Susqueda (Osor),305.99,25.4,59.20
19/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.86,47.3,11.53
19/03/2008,Embassament de la Baells (Cercs),592.40,21.0,22.97
19/03/2008,Embassament de Darnius Boadella (Darnius),139.66,24.3,14.88
19/03/2008,Embassament de Sau (Vilanova de Sau),386.38,13.9,22.91
19/03/2008,Embassament de Susqueda (Osor),306.16,25.6,59.59
19/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
19/03/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
19/03/2008,Embassament de la Llosa del Cavall (Navès),761.12,13.4,10.68
19/03/2008,Embassament de Riudecanyes,202.63,16.6,0.88
18/03/2008,Embassament de Siurana (Cornudella de Montsant),464.75,17.6,2.15
18/03/2008,Embassament de la Baells (Cercs),592.42,21.0,23.00
18/03/2008,Embassament de Riudecanyes,202.64,16.6,0.88
18/03/2008,Embassament de Foix (Castellet i la Gornal),100.15,93.9,3.51
18/03/2008,Embassament de Susqueda (Osor),306.34,25.7,60.00
18/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.88,47.4,11.54
18/03/2008,Embassament de Sau (Vilanova de Sau),386.27,13.7,22.70
18/03/2008,Embassament de Darnius Boadella (Darnius),139.67,24.4,14.90
18/03/2008,Embassament de la Llosa del Cavall (Navès),761.22,13.4,10.75
17/03/2008,Embassament de Sant Ponç (Clariana de Cardener),518.93,47.5,11.59
17/03/2008,Embassament de Riudecanyes,202.66,16.6,0.88
17/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
17/03/2008,Embassament de Foix (Castellet i la Gornal),100.16,94.1,3.52
17/03/2008,Embassament de la Llosa del Cavall (Navès),761.34,13.5,10.82
17/03/2008,Embassament de la Baells (Cercs),592.50,21.1,23.09
17/03/2008,Embassament de Susqueda (Osor),306.55,26.0,60.48
17/03/2008,Embassament de Sau (Vilanova de Sau),386.14,13.6,22.45
17/03/2008,Embassament de Darnius Boadella (Darnius),139.69,24.4,14.92
16/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
16/03/2008,Embassament de Riudecanyes,202.67,16.6,0.89
16/03/2008,Embassament de la Llosa del Cavall (Navès),761.46,13.6,10.88
16/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.00,47.8,11.65
16/03/2008,Embassament de Darnius Boadella (Darnius),139.70,24.4,14.93
16/03/2008,Embassament de Foix (Castellet i la Gornal),100.16,94.1,3.52
16/03/2008,Embassament de Susqueda (Osor),306.70,26.1,60.82
16/03/2008,Embassament de Sau (Vilanova de Sau),386.03,13.5,22.24
16/03/2008,Embassament de la Baells (Cercs),592.61,21.2,23.22
15/03/2008,Embassament de Foix (Castellet i la Gornal),100.15,93.9,3.51
15/03/2008,Embassament de Susqueda (Osor),306.90,26.3,61.28
15/03/2008,Embassament de la Llosa del Cavall (Navès),761.57,13.7,10.95
15/03/2008,Embassament de la Baells (Cercs),592.70,21.3,23.32
15/03/2008,Embassament de Darnius Boadella (Darnius),139.71,24.5,14.94
15/03/2008,Embassament de Sau (Vilanova de Sau),385.95,13.4,22.07
15/03/2008,Embassament de Riudecanyes,202.64,16.6,0.88
15/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.07,48.1,11.72
15/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
14/03/2008,Embassament de Foix (Castellet i la Gornal),100.15,93.9,3.51
14/03/2008,Embassament de la Baells (Cercs),592.80,21.4,23.44
14/03/2008,Embassament de Sau (Vilanova de Sau),385.91,13.3,21.99
14/03/2008,Embassament de Darnius Boadella (Darnius),139.72,24.5,14.96
14/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.14,48.3,11.78
14/03/2008,Embassament de Riudecanyes,202.66,16.6,0.88
14/03/2008,Embassament de la Llosa del Cavall (Navès),761.70,13.8,11.02
14/03/2008,Embassament de Siurana (Cornudella de Montsant),464.74,17.6,2.15
14/03/2008,Embassament de Susqueda (Osor),307.11,26.5,61.77
13/03/2008,Embassament de Riudecanyes,202.66,16.6,0.88
13/03/2008,Embassament de Susqueda (Osor),306.80,26.2,61.05
13/03/2008,Embassament de la Baells (Cercs),592.91,21.5,23.57
13/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.20,48.5,11.84
13/03/2008,Embassament de Siurana (Cornudella de Montsant),464.73,17.6,2.14
13/03/2008,Embassament de Foix (Castellet i la Gornal),100.15,93.9,3.51
13/03/2008,Embassament de la Llosa del Cavall (Navès),761.81,13.9,11.11
13/03/2008,Embassament de Darnius Boadella (Darnius),139.73,24.5,14.98
13/03/2008,Embassament de Sau (Vilanova de Sau),386.03,13.4,22.22
12/03/2008,Embassament de Siurana (Cornudella de Montsant),464.73,17.6,2.14
12/03/2008,Embassament de Foix (Castellet i la Gornal),100.16,94.1,3.52
12/03/2008,Embassament de Sau (Vilanova de Sau),386.80,14.4,23.74
12/03/2008,Embassament de la Baells (Cercs),593.01,21.6,23.69
12/03/2008,Embassament de Darnius Boadella (Darnius),139.74,24.5,14.99
12/03/2008,Embassament de Susqueda (Osor),305.86,25.3,58.91
12/03/2008,Embassament de la Llosa del Cavall (Navès),761.97,14.0,11.18
12/03/2008,Embassament de Riudecanyes,202.66,16.6,0.88
12/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.24,48.7,11.87
11/03/2008,Embassament de Darnius Boadella (Darnius),139.75,24.5,15.00
11/03/2008,Embassament de la Llosa del Cavall (Navès),762.08,14.1,11.26
11/03/2008,Embassament de Foix (Castellet i la Gornal),100.18,94.4,3.53
11/03/2008,Embassament de Riudecanyes,202.67,16.6,0.89
11/03/2008,Embassament de la Baells (Cercs),593.08,21.7,23.77
11/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.26,48.8,11.89
11/03/2008,Embassament de Sau (Vilanova de Sau),387.81,15.6,25.77
11/03/2008,Embassament de Siurana (Cornudella de Montsant),464.72,17.5,2.14
11/03/2008,Embassament de Susqueda (Osor),305.49,24.9,58.09
10/03/2008,Embassament de Riudecanyes,202.65,16.6,0.88
10/03/2008,Embassament de la Baells (Cercs),593.18,21.8,23.89
10/03/2008,Embassament de Siurana (Cornudella de Montsant),464.72,17.5,2.14
10/03/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
10/03/2008,Embassament de Sau (Vilanova de Sau),388.21,16.1,26.58
10/03/2008,Embassament de la Llosa del Cavall (Navès),762.22,14.2,11.34
10/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.28,48.9,11.91
10/03/2008,Embassament de Darnius Boadella (Darnius),139.76,24.6,15.01
10/03/2008,Embassament de Susqueda (Osor),305.41,24.9,57.91
09/03/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
09/03/2008,Embassament de Susqueda (Osor),305.61,25.0,58.35
09/03/2008,Embassament de la Llosa del Cavall (Navès),762.34,14.3,11.41
09/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.29,48.9,11.92
09/03/2008,Embassament de Riudecanyes,202.66,16.6,0.88
09/03/2008,Embassament de Darnius Boadella (Darnius),139.77,24.6,15.03
09/03/2008,Embassament de Sau (Vilanova de Sau),388.19,16.1,26.53
09/03/2008,Embassament de la Baells (Cercs),593.27,21.9,24.00
09/03/2008,Embassament de Siurana (Cornudella de Montsant),464.72,17.5,2.14
08/03/2008,Embassament de la Llosa del Cavall (Navès),762.46,14.4,11.48
08/03/2008,Embassament de Riudecanyes,202.67,16.6,0.89
08/03/2008,Embassament de Siurana (Cornudella de Montsant),464.71,17.5,2.14
08/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.31,49.0,11.94
08/03/2008,Embassament de Darnius Boadella (Darnius),139.78,24.6,15.04
08/03/2008,Embassament de Sau (Vilanova de Sau),388.08,15.9,26.30
08/03/2008,Embassament de la Baells (Cercs),593.37,22.0,24.12
08/03/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
08/03/2008,Embassament de Susqueda (Osor),305.80,25.2,58.78
07/03/2008,Embassament de la Llosa del Cavall (Navès),762.58,14.4,11.56
07/03/2008,Embassament de la Baells (Cercs),593.45,22.1,24.21
07/03/2008,Embassament de Riudecanyes,202.67,16.6,0.89
07/03/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
07/03/2008,Embassament de Siurana (Cornudella de Montsant),464.71,17.5,2.14
07/03/2008,Embassament de Susqueda (Osor),305.69,25.1,58.53
07/03/2008,Embassament de Darnius Boadella (Darnius),139.79,24.6,15.06
07/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.31,49.0,11.94
07/03/2008,Embassament de Sau (Vilanova de Sau),388.26,16.1,26.68
06/03/2008,Embassament de la Baells (Cercs),593.54,22.2,24.32
06/03/2008,Embassament de Darnius Boadella (Darnius),139.81,24.7,15.08
06/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.28,48.9,11.91
06/03/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
06/03/2008,Embassament de la Llosa del Cavall (Navès),762.70,14.5,11.62
06/03/2008,Embassament de Sau (Vilanova de Sau),388.51,16.5,27.21
06/03/2008,Embassament de Susqueda (Osor),305.53,25.0,58.18
06/03/2008,Embassament de Siurana (Cornudella de Montsant),464.71,17.5,2.14
06/03/2008,Embassament de Riudecanyes,202.67,16.6,0.89
05/03/2008,Embassament de la Llosa del Cavall (Navès),762.83,14.7,11.73
05/03/2008,Embassament de Siurana (Cornudella de Montsant),464.71,17.5,2.14
05/03/2008,Embassament de Susqueda (Osor),305.29,24.7,57.65
05/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.25,48.7,11.88
05/03/2008,Embassament de Riudecanyes,202.69,16.7,0.89
05/03/2008,Embassament de Darnius Boadella (Darnius),139.83,24.7,15.11
05/03/2008,Embassament de la Baells (Cercs),593.64,22.3,24.44
05/03/2008,Embassament de Sau (Vilanova de Sau),388.84,16.9,27.89
05/03/2008,Embassament de Foix (Castellet i la Gornal),100.19,94.6,3.54
04/03/2008,Embassament de Riudecanyes,202.69,16.7,0.89
04/03/2008,Embassament de la Llosa del Cavall (Navès),762.97,14.7,11.79
04/03/2008,Embassament de Siurana (Cornudella de Montsant),464.72,17.5,2.14
04/03/2008,Embassament de Susqueda (Osor),305.14,24.6,57.32
04/03/2008,Embassament de Foix (Castellet i la Gornal),100.21,95.0,3.55
04/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.22,48.6,11.85
04/03/2008,Embassament de Darnius Boadella (Darnius),139.86,24.8,15.16
04/03/2008,Embassament de Sau (Vilanova de Sau),389.18,17.3,28.60
04/03/2008,Embassament de la Baells (Cercs),593.74,22.4,24.56
03/03/2008,Embassament de Susqueda (Osor),304.98,24.5,56.97
03/03/2008,Embassament de la Baells (Cercs),593.82,22.5,24.66
03/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.18,48.5,11.82
03/03/2008,Embassament de Foix (Castellet i la Gornal),100.21,95.0,3.55
03/03/2008,Embassament de la Llosa del Cavall (Navès),763.06,14.8,11.85
03/03/2008,Embassament de Riudecanyes,202.69,16.7,0.89
03/03/2008,Embassament de Sau (Vilanova de Sau),389.51,17.7,29.30
03/03/2008,Embassament de Siurana (Cornudella de Montsant),464.64,17.4,2.12
03/03/2008,Embassament de Darnius Boadella (Darnius),139.89,24.9,15.19
02/03/2008,Embassament de Foix (Castellet i la Gornal),100.21,95.0,3.55
02/03/2008,Embassament de la Llosa del Cavall (Navès),763.18,14.9,11.93
02/03/2008,Embassament de Siurana (Cornudella de Montsant),464.65,17.4,2.13
02/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.15,48.4,11.79
02/03/2008,Embassament de Riudecanyes,202.70,16.7,0.89
02/03/2008,Embassament de Sau (Vilanova de Sau),389.49,17.7,29.26
02/03/2008,Embassament de la Baells (Cercs),593.91,22.6,24.77
02/03/2008,Embassament de Susqueda (Osor),305.18,24.6,57.41
02/03/2008,Embassament de Darnius Boadella (Darnius),139.90,24.9,15.21
01/03/2008,Embassament de Riudecanyes,202.69,16.7,0.89
01/03/2008,Embassament de Susqueda (Osor),305.36,24.8,57.80
01/03/2008,Embassament de Foix (Castellet i la Gornal),100.21,95.0,3.55
01/03/2008,Embassament de la Baells (Cercs),593.99,22.7,24.87
01/03/2008,Embassament de Sau (Vilanova de Sau),389.38,17.6,29.03
01/03/2008,Embassament de Darnius Boadella (Darnius),139.91,24.9,15.23
01/03/2008,Embassament de Sant Ponç (Clariana de Cardener),519.11,48.2,11.75
