DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1992-05-09,-1.69,-0.89,-1.42,-1.44,-1.87,-1.85,-1.99,-0.68,-1.46,-1.61,-2.04,-2.2,2,0,3,3,12,19,3.32,0,4.32,4.25,20.41,29.47,2,0,5,4,19,20,4.25,0,7.47,6.06,34.82,40.66
1992-05-16,-1.28,-1.21,-1.39,-1.41,-1.74,-1.84,-1.26,-1.16,-1.48,-1.63,-1.93,-2.15,0,0,4,4,13,20,0,0,5.71,5.66,22.15,31.31,0,0,6,5,20,21,0,0,8.95,7.69,36.75,42.81
1992-05-23,0.4,-0.42,-1,-1.09,-1.29,-1.51,0.64,-0.26,-1.01,-1.22,-1.41,-1.8,0,0,0,0,14,21,0,0,0,0,23.44,32.82,0,0,0,0,21,22,0,0,0,0,38.16,44.61
1992-06-01,0.62,-0.23,-0.98,-1.1,-1.18,-1.35,0.66,-0.11,-1.12,-1.33,-1.34,-1.72,0,0,0,0,0,22,0,0,0,0,0,34.17,0,0,0,1,22,23,0,0,0,1.33,39.5,46.33
1992-06-09,1.75,0.67,-0.49,-0.6,-0.73,-0.91,1.76,0.82,-0.59,-0.76,-0.81,-1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-06-16,2.17,1.15,-0.1,-0.28,-0.45,-0.68,2.17,1.22,-0.24,-0.53,-0.59,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-06-23,2.1,1.16,0.17,-0.24,-0.34,-0.59,2.15,1.15,-0.06,-0.56,-0.59,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-07-01,2.03,0.84,0.29,-0.14,-0.33,-0.55,1.94,0.72,-0.02,-0.52,-0.6,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-07-09,1.45,1.07,0.41,-0.41,-0.31,-0.53,0.88,0.93,0.08,-0.83,-0.6,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-07-16,0.7,1.29,0.48,-0.31,-0.4,-0.57,-1.06,1.16,0.18,-0.69,-0.71,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-07-23,0.84,1.66,0.66,-0.34,-0.35,-0.59,-0.38,1.53,0.33,-0.73,-0.69,-1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-08-01,1.48,1.83,0.87,-0.1,-0.23,-0.53,0.82,1.69,0.52,-0.47,-0.63,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-08-09,1.32,1.99,0.96,-0.01,-0.21,-0.54,0.48,1.82,0.59,-0.42,-0.64,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-08-16,1.5,2.13,0.89,0.13,-0.14,-0.6,0.86,2.05,0.49,-0.32,-0.6,-1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-08-23,0.85,1.98,0.95,0.12,-0.11,-0.62,0.55,1.8,0.64,-0.31,-0.58,-1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-09-01,-0.14,1.9,1,0.05,-0.21,-0.76,-0.27,1.73,0.75,-0.4,-0.7,-1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.31
1992-09-09,-0.21,1.2,1.09,-0.04,-0.19,-0.79,-0.15,0.38,0.81,-0.53,-0.71,-1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.65
1992-09-16,-0.88,0.31,1.12,-0.02,-0.19,-0.88,-0.72,-0.71,0.89,-0.48,-0.73,-1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.08
1992-09-23,-0.51,0.28,1.12,0.2,-0.16,-0.89,-0.4,-0.41,0.88,-0.31,-0.74,-1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.55
1992-10-01,-0.17,0.26,0.8,0.29,-0.07,-0.81,0.05,-0.12,0.47,-0.18,-0.61,-1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6.9
1992-10-09,0.25,0.38,1.05,0.44,-0.28,-0.65,0.32,0.09,0.74,0.01,-0.83,-1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-10-16,1,0.81,1.5,0.78,0.03,-0.63,0.92,0.59,1.27,0.39,-0.46,-1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-10-23,0.95,0.61,1.66,0.86,-0.09,-0.7,0.86,0.5,1.39,0.47,-0.52,-1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-11-01,0.36,0.01,1.47,0.73,-0.11,-0.88,0.35,0.03,1.05,0.34,-0.47,-1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.44
1992-11-09,0.06,-0.08,1.54,0.75,-0.09,-0.89,0.07,-0.05,1.08,0.36,-0.45,-1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.9
1992-11-16,-1.2,-0.38,1.47,0.46,-0.08,-0.93,-1.37,-0.32,0.93,0.07,-0.49,-1.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.37,0,0,0,0,4.43
1992-11-23,-1.44,-0.44,1.13,0.45,-0.14,-1,-2.04,-0.48,0.39,0.06,-0.57,-1.67,1,0,0,0,0,0,1.44,0,0,0,0,0,2,0,0,0,0,4,3.41,0,0,0,0,6.1
1992-12-01,-0.81,-0.41,1.02,0.51,-0.18,-1,-0.65,-0.38,0.4,0.17,-0.6,-1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.76
1992-12-09,-0.7,-0.42,0.29,0.55,-0.29,-0.98,-0.53,-0.39,-0.31,0.21,-0.71,-1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9.41
1992-12-16,-0.62,-0.39,-0.18,0.58,-0.24,-0.98,-0.48,-0.47,-0.72,0.18,-0.73,-1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11.04
1992-12-23,-0.71,-0.75,-0.45,0.41,-0.26,-1.04,-0.49,-0.84,-0.93,-0.04,-0.83,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12.81
1993-01-01,-0.97,-0.93,-0.61,0.03,-0.29,-1.07,-0.95,-1.05,-0.99,-0.51,-0.87,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14.6
1993-01-09,-1.06,-1.18,-0.72,0.1,-0.29,-1.08,-1.21,-1.24,-1.07,-0.48,-0.86,-1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16.42
1993-01-16,-1.08,-1.8,-0.78,0.19,-0.28,-1.08,-1.39,-1.99,-1.13,-0.44,-0.84,-1.81,0,1,0,0,0,0,0,1.8,0,0,0,0,1,1,0,0,0,11,1.39,1.99,0,0,0,18.23
1993-01-23,-1.29,-1.8,-0.93,0.33,-0.25,-1.09,-2.02,-2.04,-1.21,-0.38,-0.81,-1.8,1,2,0,0,0,0,1.29,3.6,0,0,0,0,2,2,0,0,0,12,3.41,4.03,0,0,0,20.03
1993-02-01,-1.53,-1.48,-1.18,0.27,-0.23,-1.16,-2.26,-1.64,-1.42,-0.43,-0.78,-1.88,2,3,0,0,0,0,2.82,5.08,0,0,0,0,3,3,1,0,0,13,5.67,5.67,1.42,0,0,21.91
1993-02-09,-0.28,-1.17,-1.03,0.52,-0.03,-1.02,-0.31,-1.19,-1.17,-0.19,-0.55,-1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,23.58
1993-02-16,-0.51,-1.2,-1.15,0.49,-0.26,-1.28,-0.39,-1.27,-1.31,-0.26,-0.8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1.31,0,0,25.58
1993-02-23,-0.54,-1.23,-1.22,0.02,-0.29,-1.31,-0.4,-1.27,-1.44,-0.7,-0.82,-2.03,0,0,0,0,0,1,0,0,0,0,0,1.31,0,0,2,0,0,16,0,0,2.75,0,0,27.61
1993-03-01,-0.32,-1.33,-1.27,-0.11,-0.3,-1.52,-0.25,-1.59,-1.49,-0.73,-0.82,-2.32,0,1,0,0,0,2,0,1.33,0,0,0,2.83,0,1,3,0,0,17,0,1.59,4.24,0,0,29.93
1993-03-09,0.22,-0.81,-0.99,-0.42,0,-1.4,0.19,-0.88,-1.11,-0.97,-0.5,-2.11,0,0,0,0,0,3,0,0,0,0,0,4.23,0,0,0,0,0,18,0,0,0,0,0,32.04
1993-03-16,0.23,-0.84,-1.02,-0.79,0.01,-1.46,0.21,-0.92,-1.18,-1.3,-0.52,-2.17,0,0,0,0,0,4,0,0,0,0,0,5.69,0,0,0,1,0,19,0,0,0,1.3,0,34.21
1993-03-23,0.26,-0.84,-1.15,-0.9,-0.08,-1.45,0.27,-0.95,-1.32,-1.31,-0.59,-2.11,0,0,0,0,0,5,0,0,0,0,0,7.14,0,0,1,2,0,20,0,0,1.32,2.61,0,36.32
1993-04-01,-0.16,-1.05,-1.34,-1.09,-0.52,-1.54,0.02,-1.17,-1.56,-1.46,-1.08,-2.18,0,0,1,0,0,6,0,0,1.34,0,0,8.68,0,0,2,3,0,21,0,0,2.88,4.07,0,38.5
1993-04-09,-1.18,-0.98,-1.39,-1.14,-0.49,-1.61,-1.57,-1.08,-1.59,-1.47,-1.02,-2.22,0,0,2,0,0,7,0,0,2.73,0,0,10.29,1,0,3,4,0,22,1.57,0,4.47,5.54,0,40.72
1993-04-16,-1.28,-1.05,-1.77,-1.26,-0.46,-1.63,-1.75,-1.15,-2.2,-1.64,-1.03,-2.32,0,0,3,0,0,8,0,0,4.5,0,0,11.92,2,0,4,5,0,23,3.32,0,6.67,7.18,0,43.04
1993-04-23,-0.37,-0.47,-1.49,-1.14,-0.04,-1.44,-0.47,-0.56,-1.84,-1.48,-0.76,-2.11,0,0,4,0,0,9,0,0,5.99,0,0,13.36,0,0,5,6,0,24,0,0,8.51,8.66,0,45.15
1993-05-01,0.21,-0.26,-1.25,-1.22,0.01,-1.38,0.01,-0.39,-1.53,-1.56,-0.75,-2.06,0,0,0,0,0,10,0,0,0,0,0,14.74,0,0,6,7,0,25,0,0,10.04,10.22,0,47.21
1993-05-09,0.73,-0.29,-1.09,-1.12,0.26,-1.23,0.45,-0.53,-1.41,-1.45,-0.58,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,26,0,0,11.45,11.67,0,49.11
1993-05-16,1.1,0.04,-0.97,-1.07,0.35,-1.09,0.84,-0.27,-1.31,-1.41,-0.48,-1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,27,0,0,12.76,13.08,0,50.89
1993-05-23,1.43,0.75,-0.49,-0.72,0.3,-0.7,1.3,0.47,-0.73,-1.05,-0.45,-1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,52.33
1993-06-01,1.87,1.34,0,-0.29,0.62,-0.37,1.95,1.21,-0.27,-0.57,-0.04,-1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-06-09,1.77,1.05,0.09,-0.21,0.18,-0.3,1.84,0.86,-0.22,-0.52,-0.45,-1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-06-16,1.78,1.19,0.21,-0.09,-0.03,-0.24,1.85,1,-0.13,-0.48,-0.62,-1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-06-23,1.56,1.3,0.47,-0.07,-0.02,-0.14,1.58,1.05,0.03,-0.54,-0.61,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-07-01,0.65,1.54,0.65,-0.04,-0.01,-0.13,0,1.26,0.16,-0.59,-0.61,-0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-07-09,0.7,1.65,0.76,-0.07,-0.03,-0.11,-0.4,1.39,0.27,-0.61,-0.62,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-07-16,0.75,1.79,0.85,-0.29,-0.02,-0.18,-0.57,1.62,0.39,-0.87,-0.62,-1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-07-23,0.45,1.66,0.93,-0.29,-0.09,-0.19,-0.68,1.53,0.49,-0.83,-0.65,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-08-01,0.87,1.75,1.1,-0.07,-0.11,-0.11,0.62,1.69,0.68,-0.55,-0.64,-1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-08-09,0.32,1.63,0.94,-0.05,-0.17,-0.11,0.29,1.59,0.5,-0.53,-0.65,-1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-08-16,0.12,1.6,1.07,0.03,-0.21,-0.1,0.27,1.62,0.67,-0.46,-0.68,-1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-08-23,0.37,1.32,1.19,0.1,-0.18,-0.06,-0.05,1.01,0.75,-0.42,-0.75,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-09-01,-0.33,0.48,1.3,0.11,-0.15,-0.14,-1.11,-0.51,0.9,-0.45,-0.72,-1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-09-09,-0.09,0.35,0.99,0.13,-0.13,-0.13,-0.84,-0.92,0.5,-0.46,-0.73,-1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-09-16,-0.1,0.17,1.1,0.21,-0.06,-0.1,-1.01,-1.08,0.55,-0.43,-0.74,-1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-09-23,-0.47,-0.12,1.1,0.34,-0.13,-0.15,-1.02,-1.27,0.5,-0.43,-0.89,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.29
1993-10-01,0.25,0.24,1.46,0.62,0.02,-0.01,0.11,-0.3,0.96,-0.06,-0.74,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-10-09,1.12,0.92,1.83,1.04,0.28,-0.02,1.01,0.71,1.6,0.5,-0.35,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-10-16,1.16,0.83,1.94,1.13,0.06,0.07,1.1,0.64,1.72,0.59,-0.58,-0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-10-23,1.99,1.55,2.09,1.65,0.42,0.29,1.88,1.29,2.07,1.15,-0.14,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-11-01,1.9,1.42,2.09,1.9,0.57,0.47,1.64,1.18,1.97,1.3,0.08,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-11-09,1.22,1.34,1.94,1.66,0.56,0.49,1.06,1.1,1.82,1.1,0.06,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-11-16,1.12,1.22,1.78,1.88,0.6,0.51,0.89,0.93,1.56,1.14,0.06,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-11-23,0.09,1.22,1.63,1.93,0.72,0.57,-0.05,0.98,1.27,1.23,0.19,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-12-01,-0.49,1.08,1.11,1.86,0.66,0.5,-0.59,0.82,0.58,1.18,0.1,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-12-09,-0.27,1.06,1.03,1.56,0.66,0.43,-0.36,0.8,0.5,0.89,0.09,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-12-16,-0.37,0.99,0.86,1.47,0.7,0.42,-0.45,0.71,0.34,0.84,0.06,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993-12-23,-1.16,0.91,0.61,1.28,0.72,0.44,-1.46,0.59,0.12,0.67,0.01,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.46,0,0,0,0,0
1994-01-01,-0.25,0.87,0.74,1.53,0.94,0.55,-0.12,0.61,0.36,0.98,0.3,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-01-09,-0.17,0.32,0.67,1.52,0.98,0.59,-0.02,0.11,0.35,1.01,0.37,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-01-16,-0.1,0.22,0.54,1.51,0.95,0.56,0.08,0.03,0.26,1,0.36,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-01-23,0.2,-0.6,0.47,1.31,0.95,0.58,0.23,-0.68,0.17,0.78,0.35,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-01,-0.46,-0.66,0.42,1.31,1.02,0.67,-0.43,-0.69,0.11,0.79,0.43,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-09,-0.67,-0.64,0.39,1.18,0.88,0.67,-0.63,-0.63,0.09,0.68,0.29,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-16,-0.49,-0.64,0.3,1.1,0.93,0.56,-0.51,-0.62,0.03,0.58,0.33,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-23,0.26,-0.56,0.4,0.93,1.1,0.69,0.27,-0.52,0.18,0.4,0.51,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-03-01,0.04,-0.55,0.34,0.46,1.12,0.69,0.06,-0.5,0.1,-0.06,0.51,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-03-09,0.02,-0.61,0.27,0.33,0.87,0.68,0,-0.54,0.06,-0.13,0.24,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-03-16,-0.17,-0.57,0.22,0.24,0.91,0.71,-0.11,-0.5,0.04,-0.2,0.25,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-03-23,-1.3,-0.58,0.15,0.06,0.85,0.61,-2.03,-0.47,0.03,-0.26,0.22,-0.31,1,0,0,0,0,0,1.3,0,0,0,0,0,1,0,0,0,0,0,2.03,0,0,0,0,0
1994-04-01,-1.66,-1.3,-0.22,-0.13,0.91,0.34,-2.93,-1.39,-0.26,-0.37,0.22,-0.62,2,1,0,0,0,0,2.96,1.3,0,0,0,0,2,1,0,0,0,0,4.96,1.39,0,0,0,0
1994-04-09,-1.49,-1.42,-0.74,-0.3,0.85,0.35,-2.4,-1.65,-0.75,-0.45,0.18,-0.6,3,2,0,0,0,0,4.45,2.72,0,0,0,0,3,2,0,0,0,0,7.36,3.04,0,0,0,0
1994-04-16,-1.22,-1.21,-0.72,-0.3,0.96,0.45,-1.65,-1.49,-0.78,-0.49,0.25,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9.01,4.53,0,0,0,0
1994-04-23,-0.94,-1.09,-1.21,-0.3,0.79,0.58,-0.9,-1.13,-1.31,-0.48,0.13,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.31,0,0,0
1994-05-01,-0.65,-1.19,-1.34,-0.48,0.73,0.56,-0.45,-1.21,-1.43,-0.58,0.12,-0.47,0,0,1,0,0,0,0,0,1.34,0,0,0,0,0,2,0,0,0,0,0,2.74,0,0,0
1994-05-09,0.47,-0.73,-1.06,-0.27,0.78,0.78,0.64,-0.67,-1.09,-0.36,0.24,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-05-16,0.97,-0.23,-0.79,-0.05,0.88,0.93,1.03,-0.29,-0.87,-0.22,0.31,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-05-23,0.75,-0.65,-0.96,-0.15,0.38,0.66,0.71,-0.85,-1.09,-0.29,-0.06,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-06-01,0.8,-0.57,-0.91,-0.19,-0.08,0.58,0.66,-0.74,-1.03,-0.32,-0.45,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-06-09,0.06,-0.62,-0.95,-0.23,-0.16,0.18,-0.14,-0.71,-1.07,-0.35,-0.51,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-06-16,-0.83,-0.53,-0.9,-0.23,-0.19,-0.03,-1.84,-0.63,-0.99,-0.33,-0.53,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.84,0,0,0,0,0
1994-06-23,-0.75,-0.4,-0.77,-0.21,-0.25,-0.07,-1.78,-0.49,-0.87,-0.28,-0.52,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.62,0,0,0,0,0
1994-07-01,-0.91,-0.27,-1.02,-0.4,-0.34,-0.14,-1.35,-0.29,-1.3,-0.46,-0.54,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4.97,0,1.3,0,0,0
1994-07-09,-0.8,-0.1,-1.04,-0.72,-0.39,-0.18,-1.15,-0.07,-1.36,-0.82,-0.54,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.66,0,0,0
1994-07-16,-0.79,-0.12,-0.94,-0.7,-0.4,-0.18,-0.66,-0.04,-1.22,-0.81,-0.54,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-07-23,-0.51,-0.08,-0.87,-1.05,-0.38,-0.21,-0.5,-0.12,-1.08,-1.3,-0.54,-0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,0,0
1994-08-01,-0.03,0.06,-0.88,-1.11,-0.44,-0.29,-0.4,-0.01,-1.09,-1.37,-0.6,-1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.67,0,0
1994-08-09,-0.02,-0.4,-0.85,-1.08,-0.45,-0.31,-0.59,-0.79,-1.08,-1.32,-0.6,-1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.99,0,0
1994-08-16,-0.36,-1.06,-0.85,-1.07,-0.46,-0.36,-0.43,-2.02,-1.04,-1.29,-0.59,-1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2.02,0,5.28,0,0
1994-08-23,-0.94,-1.16,-1.07,-1.18,-0.53,-0.41,-0.81,-2.08,-1.45,-1.48,-0.61,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,4.1,1.45,6.76,0,0
1994-09-01,-1.18,-1.15,-1.04,-1.16,-0.55,-0.41,-1.38,-1.88,-1.4,-1.45,-0.63,-1.07,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,0,0,1.38,5.98,2.85,8.21,0,0
1994-09-09,-1.17,-1.08,-1.02,-1.17,-0.56,-0.43,-1.42,-1.9,-1.34,-1.46,-0.64,-1.09,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,7,0,0,2.8,7.88,4.19,9.67,0,0
1994-09-16,-0.85,-1.09,-1,-1.15,-0.57,-0.4,-1.66,-1.75,-1.42,-1.42,-0.65,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,0,4.46,9.63,5.61,11.09,0,0
1994-09-23,0.13,-0.57,-0.71,-0.98,-0.4,-0.34,-0.05,-0.69,-1.02,-1.25,-0.52,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-10-01,0.28,-0.3,-0.49,-1.1,-0.5,-0.35,0.11,-0.52,-0.77,-1.59,-0.67,-1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.59,0,0
1994-10-09,0.47,-0.11,-0.25,-1.03,-0.74,-0.4,0.26,-0.32,-0.51,-1.45,-0.96,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.04,0,0
1994-10-16,0.29,-0.32,-0.38,-1.03,-0.78,-0.6,0.16,-0.49,-0.63,-1.46,-1.02,-1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4.5,0,1.37
1994-10-23,-0.18,-0.48,-0.43,-1.02,-1.16,-0.62,-0.26,-0.58,-0.8,-1.39,-1.55,-1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,5.89,1.55,2.76
1994-11-01,0.28,-0.05,-0.02,-0.87,-1.01,-0.33,0.33,-0.07,-0.24,-1.08,-1.26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-11-09,0.16,-0.1,-0.39,-0.88,-1.01,-0.34,0.18,-0.15,-0.7,-1.13,-1.24,-1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
